Date,Close Price,Open Price,High Price,Low Price,Total Traded Quantity,Month,Year,priceXvol,Day_Perc_Change,Trend
2019-08-27,1170.82,1183.0,1185.0,1164.56,1170000.0,8,2019,1369859400.0,-0.0003073822981950469,Slight or No change
2019-08-26,1171.18,1159.45,1171.86,1154.85,1060000.0,8,2019,1241450800.0,0.015256852580662006,Slight or No change
2019-08-23,1153.58,1185.17,1195.67,1150.0,1810000.0,8,2019,2087979799.9999998,-0.03184168121391173,Slight or No change
2019-08-22,1191.52,1193.8,1198.78,1178.91,867920.0,8,2019,1034144038.4,-5.035331240865748e-05,Slight or No change
2019-08-21,1191.58,1195.82,1200.56,1187.92,708270.0,8,2019,843960366.5999999,0.0068016864802751265,Slight or No change
2019-08-20,1183.53,1195.35,1198.0,1183.05,1010000.0,8,2019,1195365300.0,-0.014086501616074165,Slight or No change
2019-08-19,1200.44,1191.83,1209.39,1190.4,1220000.0,8,2019,1464536800.0,0.018003578667073805,Slight or No change
2019-08-16,1179.21,1180.79,1183.84,1173.0,1270000.0,8,2019,1497596700.0,0.008457907159716838,Slight or No change
2019-08-15,1169.32,1168.43,1176.42,1163.0,1430000.0,8,2019,1672127600.0,0.0043547348078161185,Slight or No change
2019-08-14,1164.25,1176.07,1182.79,1161.07,1770000.0,8,2019,2060722500.0,-0.027140624869435914,Slight or No change
2019-08-13,1196.73,1174.35,1205.43,1172.99,1430000.0,8,2019,1711323900.0,0.01892720306513418,Slight or No change
2019-08-12,1174.5,1180.0,1185.61,1168.72,1100000.0,8,2019,1291950000.0,-0.012112036336109133,Slight or No change
