Date,Close Price,Open Price,High Price,Low Price,Total Traded Quantity,Month,Year,priceXvol,Day_Perc_Change,Trend
2019-08-09,1188.9,1199.99,1204.46,1184.89,1020000.0,8,2019,1212678000.0,-0.014334391762491738,Slight or No change
2019-08-08,1206.19,1186.43,1206.28,1174.0,1510000.0,8,2019,1821346900.0,0.025750270003656706,Slight or No change
2019-08-07,1175.91,1157.8,1179.87,1150.84,1530000.0,8,2019,1799142300.0000002,0.004124397991597695,Slight or No change
2019-08-06,1171.08,1165.52,1181.4,1161.53,1800000.0,8,2019,2107943999.9999998,0.014141589088547235,Slight or No change
2019-08-05,1154.75,1172.97,1176.88,1142.75,2390000.0,8,2019,2759852500.0,-0.03474822789888987,Slight or No change
2019-08-02,1196.32,1203.0,1209.5,1190.0,1750000.0,8,2019,2093560000.0,-0.012758091402729876,Slight or No change
2019-08-01,1211.78,1217.63,1236.3,1207.0,1770000.0,8,2019,2144850600.0,-0.005270070595961296,Slight or No change
2019-07-31,1218.2,1224.87,1234.91,1208.18,2000000.0,7,2019,2436400000.0,-0.007980456026058569,Slight or No change
2019-07-30,1228.0,1227.0,1236.91,1225.32,1430000.0,7,2019,1756040000.0,-0.011144752947239489,Slight or No change
2019-07-29,1241.84,1242.5,1248.99,1230.2,2069999.9999999998,7,2019,2570608799.9999995,-0.0027143797883105725,Slight or No change
2019-07-26,1245.22,1228.0,1268.39,1228.0,6060000.0,7,2019,7546033200.0,0.09620226420409517,Slight or No change
2019-07-25,1135.94,1138.95,1143.59,1123.71,2740000.0,7,2019,3112475600.0,-0.0033253489861633234,Slight or No change
2019-07-24,1139.73,1132.62,1145.45,1128.51,1360000.0,7,2019,1550032800.0,-0.007247071120595749,Slight or No change
2019-07-23,1148.05,1143.45,1148.86,1132.85,1030000.0,7,2019,1182491500.0,0.007759763344773907,Slight or No change
2019-07-22,1139.21,1135.47,1140.02,1125.21,1450000.0,7,2019,1651854500.0,0.006769475498210387,Slight or No change
2019-07-19,1131.55,1149.32,1151.58,1131.25,1160000.0,7,2019,1312598000.0,-0.013676301384191625,Slight or No change
2019-07-18,1147.24,1142.0,1148.17,1132.86,1270000.0,7,2019,1456994800.0,0.00043601862671582836,Slight or No change
2019-07-17,1146.74,1150.92,1158.44,1146.62,976890.0,7,2019,1120238838.6,-0.005825949751183446,Slight or No change
2019-07-16,1153.46,1146.73,1158.58,1146.73,1270000.0,7,2019,1464894200.0,0.00256408027744226,Slight or No change
2019-07-15,1150.51,1145.34,1150.68,1140.0,1060000.0,7,2019,1219540600.0,0.0045139434578378435,Slight or No change
2019-07-12,1145.34,1142.93,1147.5,1138.56,1090000.0,7,2019,1248420600.0,0.0011013215859030367,Slight or No change
2019-07-11,1144.08,1146.16,1153.24,1139.53,1300000.0,7,2019,1487304000.0,0.002778483841845425,Slight or No change
2019-07-10,1140.91,1132.32,1142.34,1130.66,1540000.0,7,2019,1757001400.0000002,0.01478266283610119,Slight or No change
2019-07-09,1124.29,1110.32,1127.86,1107.15,1470000.0,7,2019,1652706300.0,0.0067156761790487796,Slight or No change
2019-07-08,1116.79,1125.87,1127.21,1111.76,1490000.0,7,2019,1664017100.0,-0.014011265516571725,Slight or No change
2019-07-05,1132.66,1119.37,1134.65,1117.5,1490000.0,7,2019,1687663400.0000002,0.008610940435801018,Slight or No change
2019-07-03,1122.99,1118.5,1127.99,1114.85,1010000.0,7,2019,1134219900.0,0.009338486428186243,Slight or No change
2019-07-02,1112.6,1104.83,1112.89,1099.67,1030000.0,7,2019,1145978000.0,0.011454545454545384,Slight or No change
2019-07-01,1100.0,1101.04,1108.59,1095.33,1460000.0,7,2019,1606000000.0,0.015884743258219425,Slight or No change
2019-06-28,1082.8,1077.23,1082.8,1073.8,1680000.0,6,2019,1819104000.0,0.005730845322905687,Slight or No change
2019-06-27,1076.63,1086.75,1088.46,1075.85,1200000.0,6,2019,1291956000.0000002,-0.003415654620852915,Slight or No change
2019-06-26,1080.32,1091.0,1095.12,1073.69,1730000.0,6,2019,1868953600.0,-0.006675371007190289,Slight or No change
2019-06-25,1087.58,1115.08,1115.7,1084.6,1580000.0,6,2019,1718376400.0,-0.026076833527357457,Slight or No change
2019-06-24,1116.7,1120.0,1123.57,1113.31,1210000.0,6,2019,1351207000.0,-0.007704132862969337,Slight or No change
2019-06-21,1125.37,1109.86,1126.57,1109.72,2540000.0,6,2019,2858439799.9999995,0.010932446999640577,Slight or No change
2019-06-20,1113.2,1121.7,1122.72,1107.0,1200000.0,6,2019,1335840000.0,0.007867742256747468,Slight or No change
2019-06-19,1104.51,1107.24,1109.43,1096.03,1340000.0,6,2019,1480043400.0,-0.0006604900293148974,Slight or No change
2019-06-18,1105.24,1111.5,1118.78,1100.79,1730000.0,6,2019,1912065200.0,0.010375814752854318,Slight or No change
2019-06-17,1093.89,1089.1,1101.28,1088.0,988490.0,6,2019,1081299326.1000001,0.006987020160176938,Slight or No change
2019-06-14,1086.3,1089.74,1094.76,1081.48,1230000.0,6,2019,1336149000.0,-0.004317100668188245,Slight or No change
2019-06-13,1091.01,1084.71,1096.59,1082.57,1040000.0,6,2019,1134650400.0,0.011036975257158854,Slight or No change
2019-06-12,1079.1,1079.95,1082.52,1069.6,1180000.0,6,2019,1273338000.0,-0.0017945681935913615,Slight or No change
2019-06-11,1081.04,1096.99,1104.01,1079.57,1680000.0,6,2019,1816147200.0,-0.0015885330082382465,Slight or No change
2019-06-10,1082.76,1077.0,1094.84,1075.28,1430000.0,6,2019,1548346800.0,0.013469116504581935,Slight or No change
2019-06-07,1068.37,1054.28,1073.43,1051.15,2190000.0,6,2019,2339730299.9999995,0.01967053523707718,Slight or No change
2019-06-06,1047.76,1046.21,1050.0,1035.51,1450000.0,6,2019,1519252000.0,0.0029866748353499784,Slight or No change
2019-06-05,1044.64,1055.0,1056.81,1033.0,2350000.0,6,2019,2454904000.0,-0.009341008449582189,Slight or No change
2019-06-04,1054.49,1044.49,1058.44,1036.03,3030000.0,6,2019,3195104700.0,0.015162600843329432,Slight or No change
2019-06-03,1038.74,1066.93,1067.0,1027.03,4840000.0,6,2019,5027501600.0,-0.061238138273836396,Slight or No change
2019-05-31,1106.5,1105.64,1113.4,1103.35,1580000.0,5,2019,1748270000.0,-0.013295761585860766,Slight or No change
2019-05-30,1121.41,1120.15,1126.8,1115.9,904420.0,5,2019,1014225632.2,0.001312570316266859,Slight or No change
2019-05-29,1119.94,1132.7,1135.0,1111.95,1810000.0,5,2019,2027091400.0,-0.01721717153989255,Slight or No change
2019-05-28,1139.56,1141.48,1156.49,1138.67,1050000.0,5,2019,1196538000.0,0.0008343506556240943,Slight or No change
2019-05-24,1138.61,1152.0,1154.36,1136.71,927650.0,5,2019,1056231566.4999999,-0.005875984423839187,Slight or No change
2019-05-23,1145.34,1146.07,1150.05,1133.16,1260000.0,5,2019,1443128400.0,-0.009092875373101994,Slight or No change
2019-05-22,1155.85,1151.25,1163.78,1151.0,941280.0,5,2019,1087978488.0,0.0012213714008522114,Slight or No change
2019-05-21,1154.44,1154.48,1158.0,1143.31,1030000.0,5,2019,1189073200.0,0.008544021805601654,Slight or No change
2019-05-20,1144.66,1153.0,1153.0,1138.13,1530000.0,5,2019,1751329800.0000002,-0.02063690343777258,Slight or No change
2019-05-17,1168.78,1175.83,1186.29,1166.42,1270000.0,5,2019,1484350600.0,-0.013271422541156652,Slight or No change
2019-05-16,1184.5,1171.84,1194.16,1168.45,1770000.0,5,2019,2096565000.0,0.011701400751622959,Slight or No change
2019-05-15,1170.8,1122.55,1178.3,1121.4,2970000.0,5,2019,3477276000.0,0.040840637946055525,Slight or No change
2019-05-14,1124.86,1142.32,1144.87,1123.53,2020000.0,5,2019,2272217200.0,-0.01032034418743788,Slight or No change
2019-05-13,1136.59,1145.24,1151.97,1125.5,2280000.0,5,2019,2591425200.0,-0.026592100304888677,Slight or No change
2019-05-10,1167.64,1168.84,1176.28,1146.37,1580000.0,5,2019,1844871200.0000002,-0.0002825415036344925,Slight or No change
2019-05-09,1167.97,1162.6,1174.07,1154.64,1480000.0,5,2019,1728595600.0,-0.0024001093288235076,Slight or No change
2019-05-08,1170.78,1177.29,1184.27,1167.63,1280000.0,5,2019,1498598400.0,-0.006854079364809973,Slight or No change
2019-05-07,1178.86,1185.81,1194.77,1165.0,1830000.0,5,2019,2157313800.0,-0.012233338360732815,Slight or No change
2019-05-06,1193.46,1172.0,1195.43,1171.15,1590000.0,5,2019,1897601400.0,0.0032869572527427504,Slight or No change
2019-05-03,1189.55,1177.41,1191.4,1173.55,2080000.0,5,2019,2474264000.0,0.01975122373575866,Slight or No change
2019-05-02,1166.51,1172.6,1179.38,1158.33,2250000.0,5,2019,2624647500.0,-0.005804043227763955,Slight or No change
2019-05-01,1173.32,1197.5,1199.25,1171.67,3720000.0,5,2019,4364750400.0,-0.02138520050710624,Slight or No change
2019-04-30,1198.96,1190.63,1200.98,1183.0,6660000.0,4,2019,7985073600.0,-0.0750192871470452,Slight or No change
2019-04-29,1296.2,1280.51,1296.97,1271.71,3620000.0,4,2019,4692244000.0,0.014701507726511132,Slight or No change
2019-04-26,1277.42,1273.38,1278.91,1265.0,1360000.0,4,2019,1737291200.0,0.00795366673505149,Slight or No change
2019-04-25,1267.34,1270.3,1272.8,1258.0,1570000.0,4,2019,1989723799.9999998,0.0057854847029878975,Slight or No change
2019-04-24,1260.05,1270.59,1274.0,1259.81,1170000.0,4,2019,1474258500.0,-0.008295358849038648,Slight or No change
2019-04-23,1270.59,1256.64,1274.43,1251.97,1590000.0,4,2019,2020238099.9999998,0.013423621745788594,Slight or No change
2019-04-22,1253.76,1236.67,1254.34,1233.37,954420.0,4,2019,1196613619.2,0.009899554560319546,Slight or No change
2019-04-18,1241.47,1245.0,1245.94,1239.41,1240000.0,4,2019,1539422800.0,0.0010724595610172027,Slight or No change
2019-04-17,1240.14,1237.0,1245.1,1232.9,1520000.0,4,2019,1885012800.0000002,0.006680682842090668,Slight or No change
2019-04-16,1231.91,1230.0,1235.98,1225.04,1130000.0,4,2019,1392058300.0,0.004386358262741252,Slight or No change
2019-04-15,1226.53,1224.09,1229.3,1214.56,1190000.0,4,2019,1459570700.0,0.0031077997595543305,Slight or No change
2019-04-12,1222.73,1215.62,1223.05,1213.29,1220000.0,4,2019,1491730600.0,0.010863185046172674,Slight or No change
2019-04-11,1209.59,1208.9,1212.74,1204.54,849950.0,4,2019,1028091020.4999999,0.0026026772763063644,Slight or No change
2019-04-10,1206.45,1205.09,1208.94,1200.66,775460.0,4,2019,935553717.0,0.003126325154445553,Slight or No change
2019-04-09,1202.69,1201.89,1207.15,1198.38,983840.0,4,2019,1183254529.6000001,-0.004626411096765537,Slight or No change
2019-04-08,1208.28,1211.11,1213.95,1204.69,1090000.0,4,2019,1317025200.0,-0.002616698997069733,Slight or No change
2019-04-05,1211.45,1219.3,1220.39,1210.03,1000000.0,4,2019,1211450000.0,-0.006560334577063398,Slight or No change
2019-04-04,1219.45,1211.29,1220.55,1209.04,1050000.0,4,2019,1280422500.0,0.007135719064097712,Slight or No change
2019-04-03,1210.81,1212.7,1220.6,1205.08,1110000.0,4,2019,1343999100.0,0.004371484977686357,Slight or No change
2019-04-02,1205.54,1200.05,1205.81,1191.24,914410.0,4,2019,1102357831.3999999,0.005471317286360078,Slight or No change
2019-04-01,1198.98,1187.54,1200.2,1186.36,1390000.0,4,2019,1666582200.0,0.01876980856324706,Slight or No change
2019-03-29,1176.89,1180.18,1183.97,1166.38,1540000.0,3,2019,1812410600.0000002,0.003941071596134105,Slight or No change
