fortis,idfc,pvr,suzlon,vip
0.012911084043848886,0.008634222919937207,0.009213416833338872,0.005102040816326481,0.008534136546184845
-0.00962000962000964,-0.014007782101167265,-0.005653021442495132,0.010152284263959421,-0.006222000995520172
-0.04395337542496358,-0.02920284135753748,-0.009965366268052,0.005025125628140836,-0.03180565990483342
0.03403606807213633,-0.005691056910569148,-0.0009900663344444283,0.030000000000000027,0.013709260217278807
-0.04298698108572829,-0.015535568274734235,-0.02150573155825708,-0.009708737864077777,-0.015820362337330973
0.008983572895277181,-0.03239202657807316,0.010432140445644889,-0.0318627450980391,-0.050038890329271446
-0.011193080641058395,-0.023175965665236054,-0.031040128303651993,-0.04556962025316447,0.0010917030567687558
0.042191921790584175,0.012302284710017597,0.007689655172413934,0.02652519893899208,0.022628135223555113
0.0009874105159219937,0.02864583333333326,0.007083461656913981,0.023255813953488413,0.03305785123966931
-0.0327990135635019,-0.015189873417721489,0.0009174311926605228,-0.032828282828282984,-0.021419354838709714
0.010453850076491689,0.01371036846615259,-0.016939946362494407,0.0,-0.0013185654008438519
-0.01514004542013625,-0.0016906170752324368,0.004869120795635062,0.00783289817232391,0.01769210456825987
0.01639764283884193,0.0016934801016088574,0.0005154816316712552,0.010362694300518172,0.02698495070057083
-0.02722460297453999,0.004226542688081203,0.0014426049323348344,0.012820512820512775,0.0
0.010106245141228376,-0.006734006734006703,-0.010666758128687004,0.005063291139240533,0.004042445679636186
-0.01975371985633656,-0.005084745762711784,-0.034252036748136705,-0.02518891687657432,-0.006794162053346708
0.015702695629416397,0.0,0.005635926338083852,0.0,-0.01570813275905747
-0.005668642102551025,-0.0178875638841568,0.03805240237024332,-0.010335917312661591,0.00205920205920207
0.003109613889608731,0.0,0.012551581843191162,0.0026109660574413773,0.003082455689699337
-0.010849909584086936,-0.021682567215958404,0.011343182204109459,-0.01041666666666663,0.0010243277848911436
-0.01044659179942542,0.0017730496453900457,0.0049363645522011446,-0.0026315789473684292,0.00793041698644159
-0.012932172077065096,0.0,0.017509857648867255,-0.01055408970976246,-0.007868020304568568
0.05695187165775395,0.001769911504424737,0.0006568144499179418,0.010666666666666602,-0.014837554361729177
-0.036175056918795856,0.007950530035335523,0.026681982277650285,-0.01055408970976246,0.01064658530251883
-0.0020997375328084544,0.0,0.0036761180193716214,-0.010666666666666602,0.0030832476875641834
0.04366123093108887,0.015775635407537347,0.0002547932989360735,0.0026954177897573484,-0.0010245901639344135
-0.017641129032258118,-0.009490940465918918,0.007068712984779957,0.005376344086021501,0.006666666666666821
0.015392508978963493,0.005226480836237002,-0.01103452636904012,0.0,-0.015792154865002628
-0.12834765032844875,-0.025996533795493937,-0.03577480098468622,-0.016042780748663166,-0.01552795031055898
-0.04202898550724643,-0.022241992882562234,-0.038229442970822314,-0.016304347826086807,-0.01997896950578326
0.010590015128593144,0.01182893539581431,-0.031026993484331356,-0.024861878453038777,-0.030311158798283278
0.0,-0.008093525179856176,0.008716689792578336,0.025495750708215414,0.01853388658367905
-0.015568862275449069,0.0018132366273799772,-0.006384029345372411,0.035911602209944604,-0.01086366105377512
-0.014598540145985384,-0.01900452488687776,0.022611905860636883,0.008000000000000007,0.014827018121911228
